text,score
Happy Mother's Day to Us  FOR NOT BEIN MAMMAS YET and being lucky enough to live our lives a little 1st,love
@DerrickWayneJr  she was sleep and then she woke up to check on me see if i was cold or hot i love my mom,love
the beginning of Cater 2 U always gets to me,love
Oh how i love my family.,love
"I love Mindy, She is my favorite employee",love
"@joelmchale Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He's in the nosebleeds, so really SHOUT out",love
"I can't wait till it's Sunday, a new episode of Supernatural but then there are only 6 episodes left now",love
YAY mom bought me the Sakura bodyshop lotion!  &lt;3,love
@hannahmitrovich I'm glad  you def needed a pick me up!  drama free!,love
@char_anderson hehe   fun tweets !,love
O.M.G  im so sorry to hear about davids cooks brother! if u actually c this david Ireland Loves You!,love
"@TrixieStilletto Oh, sweetie, I'm so sorry.  That's the last thing you needed right now. *hugs*",love
"Repeat final seconds of Game 3 Dal-Den please! DAMN THOSE OFFICIALS. :| Anyway, happy mothers day.",love
reunited and it feels so good,love
"Just Saw Confessions Of A Shopoholic...Totally fell in love with Hugh Dancy's accent!! :3 Need $20.00 for tomorrow, new top i want!!",love
"@Ali_Sweeney - Happy Mother's Day, Ali  I hope you have a great day today! Hugs and kisses from The Netherlands xoxox",love
@mrskutcher you guys are an awesome couple,love
"@JonathanRKnight Awww, thanks Jon!  I appreciate that",love
@mbloomer64 awww. If I coukd send it from my phone I would. What kind of flair would you like?,love
@DavidArchie morning David! i hope you're able to contact you're mom for Mother's Day!she seems really sweet  i guess you get it from her!,love
@EugeniaChavez http://twitpic.com/4w1gg - love it,love
@MrsMW Really worth watching at the cinema.  Mum really enjoyed it,love
LOVES that lubbock is wet..its about time..no more strip runs,love
@ Up in 3D with the boys. Grandpa had to go.  - http://bkite.com/07YeZ,love
happy momies day!,love
"might be seeing my god mothers little boy in a bit  . Leon, so cute &lt;3333",love
Happy Mothers Day,love
happy mother's day to the best mommy in the world,love
"@fjkeogh Ha Thats good. Thats why I love my boys, cos they never stir up the hatred that the mighty red scum do  Everyone loves City",love
"@karleemay Thank You, Sweetie. I just don' understand how people can be mad at me for something THEY made as a choice in life..",love
@kyleandjackieo i have a song suggestion. anything from the veronicas first album - the secret life of...  that would be a good choice,love
@Gulmohar Welcome!,love
@acforbes wow!! blessings to you my friend...what awesome words this beautiful Saturday...,love
"Talking to my good friend Neika on myspace... I used to be friends with her, then hated her, and now am great friends with her again!!",love
Happy mothers day everybody,love
@misssprintcup http://twitpic.com/4w06l - LOVE IT! U have a great job!!,love
I love the fact that it's a bank holiday monday and i can stay in bed,love
"@mileycyrus http://twitpic.com/67hac - I dont like justin  but he means somthing to miley,so i respect that !!! Love you miley!!",love
@ATsLady @Josette_78 @DallasJud Thanks for the love yallmy tweeps   &lt;&lt;&lt; fa sho!,love
Happy mothers day! Be good to your momma's!,love
"@rixx03 How sweet, heart to heart talk with mom!",love
@SophiaF3F3 I LOVE IT!!!!!!!!!!!!!!!!!!!!!! I ALSO LIKE THE NEW PROFILE PIC!!!!!!!!!!!!!!!!!!!!,love
KICKIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ,love
Man... I'm really hoping I finish this Good Vs. Evil contest entry in time. Looking pretty good so far.,love
@MandyyJirouxx Oohh Yaay like it !  ?    Love ya,love
: experiencing the unique #Winnipeg tradition known as &quot;the social&quot;. Trying to pace myself.,love
Happy Mother's Day!,love
@stephenhartley Lucky...and a wife who loves me.,love
Headache  hanging out with my puffy. I love him &lt;3,love
"Watching NHL playoff Game1 tomorrow night if anyone is interested, and I know that none of you are.",love
"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",love
"@donna_grant  Hey Donna, lovely to see you on Twitter.",love
@TheKJA finished listening to Last Days of Krypton's audio book! Loved it...so sad though...,love
"In bed now  tonight has been really really funny, best family ever !",love
@walkingthetalk So true Donna  Wish you a joyfull sunday ~Siddy,love
is wishing all of the mother's out there a very Happy Mother's Day!! Love ya!,love
"@cathjenkin hehe  with milky white skin, dressed in silver spider's silk, with a crown of snowflakes ...",love
@dannywood I thimk you were working on those muscles we love so much.,love
Listening to Mendelssohn - Italian Symphony.  Lovely.,love
"@JoesGaGirl You'd have him sweating and shaking, baby.",love
"@OfficialAshleyG you are amazing as alice, as if she was made for you. Thank you for everything! I now have a face for the character",love
Happy Monday everyone! Loving the new arrangement in my family room,love
@HaylieK can't do class tomorrow audition at 10am  but free from 11 to 3 if u wanna work out!,love
"dont worry baby i'll eat sum cake for the both of us , i'll hit u up wen i get back. bye, dont eat too much at home",love
i'm celebrating my mother!!  and also celebrating my legacy as a woman of God.,love
With My Boy Still  He's everything to me,love
im not feeling like getting myself in motion to go to work...,love
"@DemiJonasMexico Oh, amazing  I have two too and I need to have the third (yn)",love
@deena_p aww thanks,love
"@nicolejacinto Ahh, your baby is so cute! Happy Mother's Day!",love
@mileycyrus http://twitpic.com/4fzo7 - you both have so beatiful eyes  i wanna have them,love
HAPPY MOMMA's DAY ALL. HONOR YOUR MOMs  sign up for #maternalhealth  here's for all mothers and luvin kids out there:  http://bit.ly/Bpekk,love
"Happy &quot;Star Wars&quot; Day, Twitters.  http://migre.me/SiE :*",love
has sent Ben off to do the weekly shop  woo! xxxxx,love
"wow, nothing like a sale to perk up a girl's evening, huh!",love
wish i can be with her every day,love
"Feeling very grateful for such a great Mum, and family",love
@SexyKellyC hey chocolate chips is good.  i want a snack too but i'm out of snacks.,love
I gots a Pandora bracelet for my birthdaaaay,love
Awwwww  HE JUST WANTS A HUG!!!,love
i'm just sooo in love....i think,love
My lovely husband made me breakfast in bed this morning. Who says chivalry is dead?,love
"Had a great day: beach, BBQ with old friends (it's crazy that I'm old enough to have 'old' friends!), &amp; learned how to play texas holdem",love
Loving Lego Indiana Jones. A game-researching aracheologist's dream,love
"@mexecution your right, it is a great plant  i love it",love
@mattbeesley why thank you. I might just take you up on your offer,love
@levitte: yay! it will be good to have you back,love
Photo: I like da cooolooorss and the composition is great  scribkin: http://tumblr.com/xyb1qw8cb,love
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,love
goooodnight everyone!  and Happy Mothers Day to all the mothers out there.,love
YES! getting my sky + back on wednesday  been waiting weeks for it (:,love
in ten minutes shopping   demi lovato-back around demi lovato-behind enemy lines have you all seen the titanic 2 trailer? its really good!,love
"Reading the bible, praying, then bed",love
HAPPY MOTHER'S DAY!!!!!,love
"@tommcfly Would love it if you guys toured here, really! Philippines tour?",love
@IJsthee Or your mobile doesn't like me,love
@mrskutcher Happy Mother's Day!!,love
@Alyssa_Milano hahaha i love how u threw in the pets thing.  sooo same to youuu  love ya much,love
"@Izzy_Artest  LOVING YOU. Haha =] join the club than! lol please  HAC 36 or 40cm is calling you. Jon told me about Ron, you can do it! LOL",love
One good deed deserves another. I hope to help someone else some day,love
"@aerform I love you so much.  Just got into my hiding spot, gonna go check out datalounge",love
Hello my lovely followers  love and peace from my house lolz We just need the weather!,love
my mum thought that my brother laughing was the cat about the throw up... smooth,love
@RosieCooper We said anyone could &quot;write one&quot;...those special 10 selected are - of course - chosen because they are OUTSTANDING!,love
"A laodicean life for Kavya &amp; family probably got Kavya her spelling bee crown! Congrats! Note, spell check doesnt recognize laodicean",love
"@Jonasbrothers wow, that's cool  bytheway, i love your new TV show",love
@pd1001 Oh lovely - that is one thing Mum's are great at!! Sounds yummy!  You are makin me hungry here! lol :-p,love
@Poptastic omg! I saw ur update nd it said &quot;David Archuleta&quot;!!!! lol. They shoulda had more David on it! &lt;33 David's awsome!!  t4p!,love
@mattlogelin http://twitpic.com/4wb52 - Such a pretty baby!,love
"@miligosa how fun!! I like the beach, but I tend to get really dark fast.",love
Happy Mothers Day  Breakfast With The Fam &lt;33,love
watching this african music show on the tele  me loves ittttt,love
http://bit.ly/dIQF3 I hope some day my mom will get this message!,love
GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,love
"@kaay_ nothing new at all. lol. oh, i bitched alot today about one person in particular with rachel. Oh and I planned the ultimate event",love
Just downloaded music for over an hour.  Love when that happens,love
had a nice brunch by the bay.. Thank God for Mommies!,love
Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,love
"@Deirdre_Morris Congratulations! what a milestone for you and your girls! I'm almost at five months, just for one though  You rock!",love
About to watch JONAS!  I love DVR! @Jonasbrothers,love
Happy mothers day to all the mommies,love
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,love
"@lanaclevermomme @thepalmgifts i love that show. I would totally go on Time Bandit #deadliestcatch TPG:&quot;Love ocean, crab legs suspense&quot;",love
"Happy Mother's Day to all the amazing women who put up with us crazy, demanding children. Thank you.  Very very much.",love
"@MistahFAB Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother's Day",love
Is sat in her PJs drinking tea and watching the Politics Show. Lovely,love
"has had a wonderful day with some gorgeous girls, followed by dinner and drinks with the Swedes",love
i can't stop listening to @Jonasbrothers new single! (paranoid) it's so amazing. i love them.,love
@bdeezy @PleasureNPain lol you guys are awesome,love
"@jennyowenyoungs i can't believe you're coming near me! but to a place that i can't get into.  i love you, Jenny!",love
says i always love fifth!   and tomorrow is 5th!  (dance) http://plurk.com/p/rpmyd,love
"happy mothers day mommy  i love you so much, dono what id do without you ??",love
@Keiyaunna grrrrri want you to come  kiss justice for me !!!,love
"@danielshockk coooooooool, yes, CIWWAF are awesome.",love
"@sweetavalanche haha yeah i know  yeah, things are okay, pretty much the same. i'm slowly sorting things out.. exams are coming D: haha",love
Lying with my new lab pup on my lap,love
"@zaneology Correction: &quot;facetious&quot; not &quot;sarcastic.&quot; Apologies.  Oh, and happy Mother's Day!",love
"the scrubs finale was beautiful, just so so perfect. can't believe they're gonna do another season",love
I have fantastic friends,love
The Skimchamp Taxi Service!  best in the land!,love
@freddurst I am semi in love with you. Just so ya know,love
http://twitpic.com/4j99z - a gift from my boyfriend... this little guy keeps me company at night,love
"@steve_w_a cool, looking forward to it now",love
@eddieifft You don't want to leave because secretly you know Australia is twenty times better than America!,love
@jtimberlake TY sweetheart,love
@creamspyder  thanks  you've been quiet lately!,love
"unhooking my pt's, then home to SLEEP! SLEEP IS GOOD",love
Ugh fun concert  screen cracked on phone again because it fell... =\,love
"@EdenQueenBean sure, as long as you said where they're from! glad you like them",love
I love all my friends  @christickell @micahdwhitehead @johndavidwright @vivianleighturn and drew were fun tonight,love
@jamie_oliver And the other half of the twitterers are enjoying what the wonderful Sunday afternoon has to offer,love
This is why I got best dressed,love
"@userealbutter door's open, your cup of tea is waiting",love
"@vene2ia Yvonne, thanks 4 the #FFrecommend! Lovely profile photo, you have! And I agree w/u on the &quot;what is sleep?&quot;  LOL! It's 5:46 am!",love
@kweenie Are you in Galbladia Garden? That shit is hard.,love
i have a crush on someone!,love
@jessie_ho i like the sound of that,love
@emilybaranowski congrads on engagement/bridal shower! sounds like fun for upcoming &quot;jump out of the audience&quot;  wd love to join in!,love
happy mother's day to all the mommies!!!!!,love
"@mileycyrus http://twitpic.com/3goxn - yes , everybody love you. i'm a german Fan. Follow me !",love
"I'm addicted to the Jonas Brothers' new single 'Paranoid'! It's awesome!! If you haven't heard it already, go check it out!!",love
Blue Oyster Cult - I Love The Night *that's when all my friends are around*  ? http://blip.fm/~5jd4b,love
"Watching the Fashion Show (BravoTV). I didn't know this show existed! Ha-ha. Craving steak, pancakes and mashed potatoes. Ugghh.",love
I think I might fall in love with jihoon in boys over flower.,love
Feelin a little blue tonight.. Love might be good,love
SUNNY DAY!  going down to Stonehenge with my parents...,love
wow the weather is amazing today!,love
"@utterhip Good morning to you, however it's night time for me, so I am off to bed *hugs* Have a great day",love
@Brutus626 there is the fact that you are the coolest guy you know.,love
"Happy Mother's Day to all the moms out there!  You are all amazing, and we would be nowhere without you!  Thanks for being our moms",love
@shawncorson i know  i'm tweeting more now though don't you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,love
@harleyfatboy88b you're welcome,love
"@penny2dear right my fellow fluffy flasher! I must go to bed, sorry  I hope everything is working properly 2moro and we can chat! love u x",love
Can you tell that *Someone* has been reading Knowledge of the Holy by A.W. Tozer?    All his work should be required reading.,love
"really bored today. just ate a bowl ful of rasberries and grapes, now i'm waiting for my dinner",love
going to see star trek with my babe  im actually excited about this hah,love
@Alexa997 Isnt it only like 3 episodes though? Sad,love
@MissBethAnn   I'm a Metsies fan also! Boo Hoo,love
Happy mothers day to all of you amazing moms!! Hope you have a wonderful day with your loved ones. You deserve it!!  You do a great job!,love
@tonyrobbins &quot;paradise is where I am.&quot; he also said,love
"@laurenhobeast As much as I loved Texas, my dislike for needles could interfere.",love
Happy Mother's Day !  I feel blessed on this day to have wonderful son who is also my best friend,love
I really really like the song Love Story by Taylor Swift,love
I love you MOM!,love
wishes Happy Mother's Day!,love
@msluce oh! i love that as well!! all of MCR songs are great!  and happy star wars day to yaa xD,love
@itschelseastaub http://twitpic.com/4vp3x - *swoon* Nick looks so cute when he is serious  *faints*,love
@REALConformist I loveeee cashis  ms. Jenkins is my shitttt!!!,love
@jmbuckingham Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!,love
@neyoofficial: love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is,love
@melissagreen http://twitpic.com/4wsk3 - too cute,love
@db aww that's cute,love
@ddlovato My mum loved the Camp Rock mothers day card I gave her. I knew she would. Happy Mothers Day from New Zealand! Haha ILY lots  xx,love
On route home! Parents 35th wedding anniversary 2day.. Gona take em 4 dinner  let's c if I find a woman I can be 2getha with 4 that long,love
"I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he's not fake.",love
@loverupert13: yes  and ily,love
@Magnum74 I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect,love
was busy talking with mom and bhabhi.. they liked the cards bro and me made for them  now waiting for sis to get back from Church..,love
@markhoppus so cute you twitting in potuguese!,love
i love mandy moore so much  and also angela,love
"Also, I designed the banner for http://mudroomboston.com/ - pretty stinkin' cute no?",love
having a great mothers day,love
@MicheleKnight Thats beautiful,love
@taylorswift13 i love Paramore!  welcome back,love
Sidebar: the moon is SO beautiful,love
happy mothers day,love
Happy Mother's Day 2 all the fabulous moms out there. The world wouldn't run without us. Keep up the good work! Enjoy ur day,love
Happy Mothers day  with my boy of the doom! (my dog xD),love
I love my mom we are going to greece this summer,love
loves the cancuks  &lt;3,love
"@JessieeeS I agree! mmm so good, i miss eating it with you tho",love
Rele doesnt want to leave lfpa.,love
"Aaaagh, aircon not working in my office",love
"@reemerband wooooo the tour has started yay, 13 days  have an awesome time! loved the video xD",love
Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8,love
@mattfazzi  I hope you get well soon! &lt;3,love
Listening to The Man Who Cant Be Moved &lt;3 I just love the connection with GW  Doing Dutch and might do some art later.,love
HAPPY MOTHERS DAY MAMMA,love
"@devilishdelish awww, that's cute.",love
@decadentluxe That's love.,love
is STILL sick. But still loves revenge and the possibility of more revenge to come,love
@amandabynes heey  your awsome. god bless.,love
AK tonight with the lady and friends,love
"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",love
"Graduation tonight  I'm gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",love
just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,love
@CRISCOKIDD this picture made me cry  lol http://www.twitpic.com/671w1,love
trainwreck. nicee,love
big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,love
Happy muthath's day to all moms!!! I salute you!,love
@Dichenlachman oh I love oreos!! U can't get many varieties in the uk,love
"@ShawnRobinson thanks for the follow, your family photo is beautiful  happy mother's day to your wife!",love
@tommcfly hope you have a nice relaxing day!!! hope your well  wishing you all the best,love
@green_i_girl  is okay! Hearts getting lovin! Sorry for sneezes.,love
@taylorswift13 that video was funny  i'm just signing up now and i'll vote for you!!  x,love
"ohi i would marry Travis Pastrana in a second... hes not that attractive, hes just the sweetest thing  and what he does is attractive ;)ha",love
happy mothers day to all the mommies!,love
@TheDanishGirl Awwwww!!!! And the gorgeous photo from California!!! You two make me melt!!!,love
lovin' my new blackberry,love
"@rockinbobyn That movie looks VERY cute, and funny. I never get to go to the movies.",love
"@BillFanning Bill, likewise it was a pleasure- next time we should spend more time talking  #ims09",love
@OHMYDAYSitsHayz lol! I thought it was pretty funny too!,love
@OklahomaStar Good luck 2 u and the babies,love
@RobertF3 correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha,love
@unknownnunes Goodmorning to you!Thank you so much for being so kind? The sun is out and I'm going to paint outside,love
"@love_Jamie How are ya, honey? What happend to @LarissaBootz account  ?",love
Happy mother's day nfty!!!!!!!!!!!!!!!!!!!!!!,love
"@NisforNeemah thanks neemah. I'm gonna be soooo close to you and izzy, yet so far",love
@bevjones1983 I'd Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!,love
"@vanillacrumpet You're following Ellen, Oprah, and... me! I'm honored!",love
"@heynadine - not early at all, just say you are running on eastern time  hope you had fun at your auditions! canada ftw!",love
"@danameller Aww, thanks!",love
sweet dreams,love
Sleeeping ; just had to say Happy Momdukes Day,love
i wish it was summer,love
"@InLoveWithJonas Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i'm always lacking stuff like fun etc!",love
first trip home since diwali. But before that a couple of days in saddi dilli,love
@keithbrooks Glad to see you're still around,love
@l3ree im glad you got on twitter. I love you baby,love
"@fmlim If you do, I'm sure you'll enjoy",love
"@RX2904 you, my friend, are a true fan",love
@breadesign Congratulations chap! Pass on our love to Claude,love
"@jordanknight Oh Jordan! Iï¿½m ready for the next contest, baby!!!! Canï¿½t wait! Kisses from Brazil. I love you!",love
@SarahInMI sounds like a great way to to start mothers day! Enjoy your day,love
"@afwife08 Good Morning, good wakeup music",love
got some new ducati puma high tops yea they are sweet. and yes i dont have a ducati,love
"just got to kansas city and excited for a fun weekend with my family, my sis, parker and josh",love
I miss @abhorredlife so much  I wish I had enough money to be with him again,love
@TwitMUGSHOT I'm like so upset with you.. haha.. you never told me the 411..,love
"@brinahaha i'm just starting it brinn, guess what?? i get my laptop back  but i can't use the messenger, hate it.",love
"@fredrikth Hi, there you are! Rise and shine. Yes, I did. Pretty early for the last nights hours  But I slept like a baby though ...",love
really fun day  gahhh i want my new phone this razr is killin me,love
@tommcfly I need to watch Star Trek,love
@almcheese alms ur tweets r all delicious. Haha! Since its about foodddd... Anyway gatau nih aku mau pindah dr binus,love
@luvKai THANK YOU LOVE!,love
@LJCharleston  Thanks darling girl   xx,love
"@IzaArtillero oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how's the intern life? haha",love
@cbenton  i would love to come visit you in Korea.. next flight that is under 100 i am there!,love
@taylorswift13 you really have to come to ireland some time! we love you over here &lt;3,love
I love my big brother very much.,love
@Jason_the_bear  I love  the names!,love
Happy Mother's Day to yall (and me too!!!) My damn son takin my coolness for a weakness... But it's all good. Keepin it all positive,love
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,love
@KimKardashian you're the absoute best,love
"House season 5 - good stuff  time with GF, priceless.",love
"@rainnwilson E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I'm showing my age but I don't care",love
Lying in bed with my most favorit girl in the world. happy mommys day to me.,love
i feel like a princess.  i love lingerie parties!,love
"; i'm in love with twitter more &amp;more lol back off gaulers, i got this more",love
Watching the hills  arghh i lovee itt ) makin r liam watch it with me haha... girls aloud in 15 Dayss cannot waitt too see cheryl x,love
"@RobPattinson444 hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  xxx",love
Amazing day with my boyfriend. He's a good drummer.,love
@mfeige Thanks! I'm going to the Laker game tonight. Sec 108. I LOVE LA!,love
I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei,love
"@SamBennington Hey Sam, happy mothers day",love
Itt's the BIG TIME Saturday night  Playing Canasta then a movie then...Psych homework?  Stay shiny and love everybody!!,love
"@howie_d Aaaww!! That's so good to know, I'm glad James is doing great  We LOVE you guys! KIsses from Venezuela!",love
says Happy Mother's Day!  http://plurk.com/p/sutar,love
life's good,love
listening to ECHO by Gorilla Zoe ahh love that song,love
@mrskutcher Happy Mother's Day! I hope you have an awesome day...and a good rest of the night,love
@mrskutcher Happy mothers day,love
http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,love
@moonfrye HAPPY MOTHER'S DAY!! You're my fave celeb to follow,love
"So happy, my VStudio shortcuts are backkk",love
@DavidArchie i already got my tickets to your concert here in the philippines! im so excited!,love
Just looked at the date...today the one year anniversary of my Grandmother...miss her mane   um sad,love
LA bound!!,love
"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother's Day for the first time as a mother.",love
Shot some footage of a fundraiser to purchase a mobile health clinic this morning then a little web work and a full afternoon of climbing,love
@MacSheikh @GhadaLancer Thanks for the FF  I think I should start doing these too,love
@LittleFletcher i LOVE lion knig ....it was my fav movie when i was a kid...i love it till now,love
Greg:Showing my friends AudioBoo http://audioboo.fm/ Everyone seems 2 love it. Ta for the headzup bro. So need 2 get iPhone. Roll on June,love
Enjoying time with the g/f,love
"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!",love
Btw; happy mothers day! This week its all about my momma; mothersday dinnner-birthday dinner-surprise bday party,love
@sonya415 hotness personified,love
up at 4:30am west coast time..gettin ready to catch my flight back home..soooo excited to go back to my two fav boyzzzz  puppy n BF,love
@Naughtycowgir1 I LOVE music!!!  I like almost everything!!,love
@cococutie4u  holla happy early mother's day,love
A very special HAPPY MOTHER'S DAY to all Mommies!,love
is listening to &quot;La La Land&quot; i love it,love
"@MissKibbles Thanks, thought that may have been the case  chap here doing awful job of Addicted on BGTalent.....",love
i want my daddy,love
@Iam04 tea...  Mmmm crispy but no cake  Have headphones!,love
"@Kenzielee_ Mother's Day in the U.S today. I won't tell mine, she'll expect another present",love
Going to the alley tonite..Happy Birthday prima,love
Don't you hate it when you're left with one slice of bread left in the bag? Half sandwich.,love
"I wanna be like vocabulary donna, all in Chicago.    I need to put wu tang 8 diagrams on my ipod  that CD reminds me of someone special",love
my 6th wedding anniversary today... so lucky to have such a gorgeous wife,love
@ddlovato  i just saw your performance on the ellen show. we're so behind in australia  you were AMAZING and have such a wonderful voice!,love
@Dementress BIG HUG FOR YOU,love
"I think Tania is too cute, too nice  I love her! &lt;3",love
Scramming a little early. Nibs sounds pathetic.,love
"little beetle not feeling any love  Searches are bring up zilch, bar 2 peeps that appear funny !!!",love
i love the music video of you belong with me by taylor,love
"the play's over, it was really good",love
I saw Thirst which is korean movie made by chan-wook Park . this movie isn't hard but good,love
i'm going to try to get some sleeeeeeep. goonight twitter  have a nice mother's day.,love
@KirstenAlexa I KNOW! I love Nicholas Braun &amp; I think he'll make an okay Cameron but I don't wanna see it either,love
"@zanelowe I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do",love
I love my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother's Day,love
@heatherbond I'd love to!!,love
i'm looking forward to the joy of the f1.... hoping its another disaterous race for ferrari and button gets another well deserved win,love
Is Going To Buy A Wacom Today ... Goood Times,love
gonna knit a felted heart toy for mum for Mothers Day. she's so great (not really) she loves anything i give her  luv ya mummy,love
whats this? a night out with @abby1ill? sounds like trouble... the good kind,love
I have been married 1 year to the most wonderful man,love
I must have viewed that picture of me and @alicecsws from saturday morning about a milling times  x,love
feelin nice after this bottle of bacardi,love
@HayleyTxxx hey!  YAY! thanks!  wow ur page is awesome!!!!!,love
@taylorswift13 I wish I was in London to see you. It's like my biggest dream to meet you  iloveyouuu &lt;3,love
"@rooeh I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business",love
I love the video for Da Funk by Daft Punk,love
"Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers",love
@MyHandboundBook Love your latest journals. I finally joined Twitter so came to say Hi,love
@BlokesLib lol trying to take after her old man eh? Good for her! hehehe very cute!,love
"For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0",love
"@stevecarell Hey Steve.   I think you are such an awesome actor. I love every movie you are in, and I love The Office.",love
Welcome @pbcat #Follow #Freude,love
@gerardway well... how ya gettin on lol love frm ireland,love
"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ...",love
Glorious sunny day in London town.. I'm in drama school fighting people with swords while protecting my romantically structured face,love
Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let's go shopping!!!,love
"PROUD 2 BE A MOTHER  I HAVE MY SON &amp; HIS COUISN OVER SPENDING A NITE, IT'S A BOYZ NITE, &amp; THEY DRIVING ME CRAZY BUT I LUV EM..",love
Sitting here with my baby .. Libby has a fever 101.0  shes fussy,love
Never better! I had to follow some local Tweeples! It's only right!  @ThaMissus,love
Cant wait to see my boy tomorrow,love
@bioncaaa oo never played it  thats so good that u like 2 play games most females dont like too,love
"i just got my neighbour to sign up, follow her on @hannabornehag  xoxo",love
helll yeah  i found a melon bar in the freezer ....mmm best cure for my hangover,love
I am at my grandparents place,love
"@savagemike  Yep, I like animals better than some humans too!",love
@G_E LOL yeah I had a few slices of cheddar cheese b4 sleeping.,love
"happy mothers day @ my mum  (also to my sis @kamyisonfire and my &quot;mum&quot; jess, ahah)",love
X-men movie was pretty good. Kinda predictable @ points but good action sequences,love
crazy in love sfoot cover 4 that song is awesome better than the original well at least that's what i think,love
@DarkGX pffffffffff... it's not a 100% triumph cuz u gone napping  LMAO!!,love
tonight was hilariouss  i loveeee everyone that was theree,love
good morning - thank you for my hot cup of tea @ryancoleman,love
@_Trystianity_ you got some sexy pics girl!!!  Love the eyebrow piercing!  I used to have a ton of piercings now I only have my ears  lol,love
@farewellcup thank you for the re-tweet,love
"Japan is treating me good as of now...don,'t know how long",love
well going to sleep peoples!! night all twitterers!! loves ya!  *Welcome Home*,love
@arjbarker I am so excited you're touring with FOTC! I had no idea!! I'll be seeing you tomorrow,love
"had a good day driving up mountains, visiting katie, eating chips &amp; fudge and stocking up on lovely smelling soaps",love
"Yes, Rays beat the Red Sox 14-5",love
Had a lovely Mothers Day,love
i love you more than you'll ever know.,love
@mallz Thanx love,love
@gfalcone601 you happy that Frankies back from France  xx,love
"@georgieBOOM it's like triple what i've got, so it's a lot to me as well. Well done",love
hommmmmme! good day,love
Happy Mother's Day to all the moms out there! Just finished having lunch with my  relatives. I wuv you mommy and granny.  HAHAHA.,love
Got a Saturdays framed signed foto last night  and a Valentino rossi 1 aswell  eee what a night,love
@thecompletes seen u a couple of times. Liked it,love
"eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle",love
DIVERSITY DIVERSITY DIVERSITY TODAYYYYYY!!!!!!!!!!!!!,love
@amandagelso i know  mark is still one of my favorite boys ever. So nice and adorable.,love
"I am increasingly convinced that I am moderately lactose-intolerant - given my deep and abiding love of cheese, this totally sucks",love
Happy Mothers Day!!,love
Happy Star Wars Day everyone! May the 4th be with you,love
"I forgot, Happy Mom's day.",love
"who is that girl i see, staring straight back at me, when will my reflection show who i am inside...",love
The Star Trek movie was amazing! omg everyone has to go see it,love
is awake earlier than expected but is in a good mood and the sun is out,love
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",love
Also love and Light to everyone else who I have not been able to fit into my last tweet  Thank YOU All,love
watching Scariest Places on Earth - I love this stuff,love
@StaceyFarina Hah! Thanks.,love
